,entity,CIK,Full_CIK,ticker
2756,"REBUS HOLDINGS, INC.",1421204,CIK0001421204,RBSH
2757,"HOLOGIC, INC",859737,CIK0000859737,HOLX
2758,"SHUTTLE PHARMACEUTICALS HOLDINGS, INC.",0001757499,CIK0001757499,SHPH
2759,MOUNT RAINIER ACQUISITION CORP,1854461,CIK0001854461,RNERW
2760,Da Zhong Trading Group Holding Company,0001883389,CIK0001883389,DZGH
2761,"GEORGE RISK INDUSTRIES, INC.",84112,CIK0000084112,RSKIA
2762,Lipella Pharmaceuticals Inc.,0001347242,CIK0001347242,LIPO
2763,Xunlei Ltd,1510593,CIK0001510593,XNET
2764,,0001557265,CIK0001557265,PRLVX
2765,Lindsay Corporation,836157,CIK0000836157,LNN
2766,UR-ENERGY INC.,1375205,CIK0001375205,URG
2767,"OCEAN BIOMEDICAL, INC.",1869974,CIK0001869974,AEHAW
2768,"Mandiant, Inc.",1370880,CIK0001370880,MNDT
2769,"Century Communities, Inc.",1576940,CIK0001576940,CCS
2770,InnovAge Holding Corp.,1834376,CIK0001834376,INNV
2771,"LEGACY EDUCATION ALLIANCE, INC.",1561880,CIK0001561880,LEAI
2772,,0001843181,CIK0001843181,NBXG
2773,"FUELCELL ENERGY, INC.",886128,CIK0000886128,FCELB
2774,M3-BRIGADE ACQUISITION II CORP.,1839175,CIK0001839175,MBAC
2775,KOREA ELECTRIC POWER CORPORATION,887225,CIK0000887225,KEP
2776,WESTAMERICA BANCORPORATION,311094,CIK0000311094,WABC
2777,SUPERCOM LTD.,1291855,CIK0001291855,SPCB
2778,Regnum Corp.,1716324,CIK0001716324,RGMP
2779,GMS INC.,1600438,CIK0001600438,GMS
2780,DUET Acquisition Corp.,0001890671,CIK0001890671,DUETW
2781,,0001104023,CIK0001104023,GEMZ
2782,I-MAB,1778016,CIK0001778016,IMAB
2783,CONMED CORPORATION,816956,CIK0000816956,CNMD
2784,Perion Network Ltd.,1338940,CIK0001338940,PERI
2785,ELUTIA INC.,1708527,CIK0001708527,AZYO
2786,Gold Resource Corporation,1160791,CIK0001160791,GORO
2787,Gold Flora Corporation,1876945,CIK0001876945,GRMWF
2788,PLx Pharma Inc.,1497504,CIK0001497504,PLXP
2789,REPLICEL LIFE SCIENCES INC.,1205059,CIK0001205059,REPCF
2790,"SCHNITZER STEEL INDUSTRIES, INC.",912603,CIK0000912603,SCHN
2791,NEUTRA CORP.,1512886,CIK0001512886,NTRR
2792,"NUBURU, INC.",1814215,CIK0001814215,TWND
2793,"Doma Holdings, Inc.",1722438,CIK0001722438,DOMA
2794,KKR ACQUISITION HOLDINGS I CORP.,1843212,CIK0001843212,KAHC
2795,"LIVEPERSON, INC.",1102993,CIK0001102993,LPSN
2796,Travel & Leisure Co.,1361658,CIK0001361658,TNL
2797,"FRANKLIN RESOURCES, INC.",38777,CIK0000038777,BEN
2798,ARROWROOT ACQUISITION CORP.,1835972,CIK0001835972,ARRWW
2799,"Ross Stores, Inc.",745732,CIK0000745732,ROST
2800,ZALATORIS II ACQUISITION CORP.,1853397,CIK0001853397,XPAXW
2801,ITURAN LOCATION AND CONTROL LTD.,1337117,CIK0001337117,ITRN
2802,"GREEN PLANET BIOENGINEERING CO., LTD.",1392449,CIK0001392449,GPLB
2803,APX ACQUISITION CORP. I,0001868573,CIK0001868573,APXIW
2804,"PARAMOUNT GROUP, INC.",1605607,CIK0001605607,PGRE
2805,"Toast, Inc.",1650164,CIK0001650164,TOST
2806,"SOMALOGIC, INC.",1837412,CIK0001837412,SLGCW
2807,"CO-DIAGNOSTICS, INC.",1692415,CIK0001692415,CODX
2808,LENNAR CORP /NEW/,920760,CIK0000920760,LEN
2809,Archaea Energy Inc.,1823766,CIK0001823766,LFG
2810,BEAMR IMAGING LTD.,0001899005,CIK0001899005,BMR
2811,"EVERGY, INC.",1711269,CIK0001711269,EVRG
2812,CAT9 Group Inc.,1632275,CIK0001632275,CATN
2813,APARTMENT INCOME REIT CORP.,1820877,CIK0001820877,AIRC
2814,Wejo Group Limited,1864448,CIK0001864448,WEJOW
2815,"Qorvo, Inc.",1604778,CIK0001604778,QRVO
2816,TEXAS INSTRUMENTS INCORPORATED,97476,CIK0000097476,TXN
2817,"Black Bird Biotech, Inc.",1409999,CIK0001409999,BBBT
2818,SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA,1056757,CIK0001056757,SYEV
2819,CRH PUBLIC LTD CO,849395,CIK0000849395,CRHCF
2820,"ThermoGenesis Holdings, Inc.",811212,CIK0000811212,THMO
2821,Sibanye Stillwater Limited,1786909,CIK0001786909,SBSW
2822,"J&J SNACK FOODS CORP,",785956,CIK0000785956,JJSF
2823,"Duos Technologies Group, Inc.",1396536,CIK0001396536,DUOT
2824,Jupiter Acquisition Corporation,1817868,CIK0001817868,JAQCW
2825,Spectral Capital Corporation,1131903,CIK0001131903,FCCN
2826,"Hour Loop, Inc.",0001874875,CIK0001874875,HOUR
2827,READY CAPITAL CORPORATION,1527590,CIK0001527590,RCA
2828,WORLD ACCEPTANCE CORP,108385,CIK0000108385,WRLD
2829,"KonaTel, Inc.",845819,CIK0000845819,KTEL
2830,ARES MANAGEMENT CORPORATION,1176948,CIK0001176948,ARES
2831,,0000799195,CIK0000799195,USA
2832,Change Healthcare Inc.,1756497,CIK0001756497,CHNG
2833,"Warner Bros. Discovery, Inc.",1437107,CIK0001437107,WBD
2834,"AtriCure, Inc.",1323885,CIK0001323885,ATRC
2835,MONROE CAPITAL CORPORATION,0001512931,CIK0001512931,MRCC
2836,"ENPRO INDUSTRIES, INC",1164863,CIK0001164863,NPO
2837,PATRIOT NATIONAL BANCORP INC,1098146,CIK0001098146,PNBK
2838,Accenture plc,1467373,CIK0001467373,ACN
2839,Pharvaris N.V.,1830487,CIK0001830487,PHVS
2840,"FIRST INDUSTRIAL REALTY TRUST, INC.",921825,CIK0000921825,FR
2841,GLEN BURNIE BANCORP,890066,CIK0000890066,GLBZ
2842,"GOLDEN DEVELOPING SOLUTIONS, INC.",1736865,CIK0001736865,DVLP
2843,SWK Holdings Corporation,1089907,CIK0001089907,SWKH
2844,"ENCORE CAPITAL GROUP, INC.",1084961,CIK0001084961,ECPG
2845,"SURGALIGN HOLDINGS, INC.",1760173,CIK0001760173,SRGA
2846,"Moleculin Biotech, Inc.",1659617,CIK0001659617,MBRX
2847,"KAANAPALI LAND, LLC",1230058,CIK0001230058,KANP
2848,FIRST MAJESTIC SILVER CORP.,1308648,CIK0001308648,AG
2849,"PHI GROUP, INC.",704172,CIK0000704172,PHIL
2850,"HAMILTON LANE ALLIANCE HOLDINGS I, INC.",1826814,CIK0001826814,HLAHW
2851,"BEYOND MEAT, INC.",1655210,CIK0001655210,BYND
2852,GAS TRANSPORTER OF THE SOUTH INC.,931427,CIK0000931427,TGS
2853,"DSG GLOBAL, INC.",1413909,CIK0001413909,DSGT
2854,"TOUGHBUILT INDUSTRIES, INC.",1668370,CIK0001668370,TBLTW
2855,ERIE INDEMNITY COMPANY,922621,CIK0000922621,ERIE
2856,Hexcel Corporation,717605,CIK0000717605,HXL
2857,,0001253327,CIK0001253327,EVT
2858,CVS HEALTH CORPORATION,64803,CIK0000064803,CVS
2859,AKANDA CORP.,0001888014,CIK0001888014,AKAN
2860,INVESCO DB ENERGY FUND,1383062,CIK0001383062,DBE
2861,NATE’S FOOD CO.,1409446,CIK0001409446,NHMD
2862,,0001245648,CIK0001245648,FLC
2863,NovAccess Global Inc.,1039466,CIK0001039466,XSNX
2864,Fritzy Tech Inc.,1622408,CIK0001622408,FRFR
2865,BEST Inc.,1709505,CIK0001709505,BEST
2866,Nemaura Medical Inc.,1602078,CIK0001602078,NMRD
2867,Smart Share Global Ltd,0001834253,CIK0001834253,EM
2868,REGAL REXNORD CORPORATION,82811,CIK0000082811,RRX
2869,26 CAPITAL ACQUISITION CORP.,1822912,CIK0001822912,ADERW
2870,"HUMANIGEN, INC",1293310,CIK0001293310,HGEN
2871,JUSHI HOLDINGS INC.,0001909747,CIK0001909747,JUSHF
2872,"NORTHRIM BANCORP, INC.",1163370,CIK0001163370,NRIM
2873,DESTINY MEDIA TECHNOLOGIES INC.,1099369,CIK0001099369,DSNY
2874,STONEBRIDGE ACQUISITION CORPORATION,1844981,CIK0001844981,APACW
2875,"TX HOLDINGS, INC.",1133798,CIK0001133798,TXHG
2876,Predictive Oncology Inc.,1446159,CIK0001446159,POAI
2877,Horizon Technology Finance Corp,0001487428,CIK0001487428,HTFC
2878,ENTERA BIO LTD.,1638097,CIK0001638097,ENTXW
2879,Scopus BioPharma Inc.,1772028,CIK0001772028,SCPS
2880,Lilium N.V.,0001855756,CIK0001855756,LILMW
2881,TRIO-TECH INTERNATIONAL,732026,CIK0000732026,TRT
2882,"POWERBRIDGE TECHNOLOGIES CO., LTD.",1754323,CIK0001754323,PBTS
2883,TRANE TECHNOLOGIES PLC,1466258,CIK0001466258,TT
2884,"WEREWOLF THERAPEUTICS, INC.",1785530,CIK0001785530,HOWL
2885,"ENERGY FOCUS, INC/DE",924168,CIK0000924168,EFOI
2886,USA TRUCK INC.,883945,CIK0000883945,USAK
2887,"ORRSTOWN FINANCIAL SERVICES, INC.",826154,CIK0000826154,ORRF
2888,"PURPLE INNOVATION, INC.",1643953,CIK0001643953,PRPL
2889,VODAFONE GROUP PUBLIC LTD CO,839923,CIK0000839923,VODPF
2890,DENALI CAPITAL ACQUISITION CORP.,0001913577,CIK0001913577,DECAW
2891,Century Aluminum Company,949157,CIK0000949157,CENX
2892,"Kiromic BioPharma, Inc.",1792581,CIK0001792581,KRBP
2893,Gates Industrial Corporation plc,1718512,CIK0001718512,GTES
2894,TEL-INSTRUMENT ELECTRONICS CORP.,96885,CIK0000096885,TIKK
2895,FIRST BUSEY CORPORATION,314489,CIK0000314489,BUSE
2896,"LIFELOC TECHNOLOGIES, INC.",1493137,CIK0001493137,LCTC
2897,Chase Packaging Corporation,1025771,CIK0001025771,WHLT
2898,"DESWELL INDUSTRIES, INC.",946936,CIK0000946936,DSWL
2899,"Sprinklr, Inc.",1569345,CIK0001569345,CXM
2900,"NEUROCRINE BIOSCIENCES, INC.",914475,CIK0000914475,NBIX
2901,"ELEVANCE HEALTH, INC.",1156039,CIK0001156039,ELV
2902,REDHAWK HOLDINGS CORP.,1353406,CIK0001353406,SNDD
2903,TABOOLA.COM LTD.,0001840502,CIK0001840502,TBLAW
2904,,0000102426,CIK0000102426,STEW
2905,COCA COLA CO,21344,CIK0000021344,KO
2906,KLDiscovery Inc.,1752474,CIK0001752474,KLDI
2907,SOLAR INTEGRATED ROOFING CORP.,0001756704,CIK0001756704,SIRC
2908,ORANGE,1038143,CIK0001038143,FNCTF
2909,"TELA Bio, Inc.",1561921,CIK0001561921,TELA
2910,"FIRST GUARANTY BANCSHARES, INC.",1408534,CIK0001408534,FGBIP
2911,"SWEETGREEN, INC.",0001477815,CIK0001477815,SG
2912,"NewAge, Inc.",1579823,CIK0001579823,NBEV
2913,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",946581,CIK0000946581,TTWO
2914,RESPIRERX PHARMACEUTICALS INC.,849636,CIK0000849636,RSPI
2915,"EVANS BANCORP, INC.",842518,CIK0000842518,EVBN
2916,Just Eat Takeaway.com N.V.,0001792627,CIK0001792627,JTKWY
2917,"NATIONAL CINEMEDIA, INC.",1377630,CIK0001377630,NCMI
2918,"CLEARDAY, INC.",895665,CIK0000895665,CLRD
2919,Grocery Outlet Holding Corp.,1771515,CIK0001771515,GO
2920,"Enova International, Inc.",1529864,CIK0001529864,ENVA
2921,"RAYMOND JAMES FINANCIAL, INC.",720005,CIK0000720005,RJF
2922,ENTRAVISION COMMUNICATIONS CORPORATION,1109116,CIK0001109116,EVC
2923,"Quanta Services, Inc.",1050915,CIK0001050915,PWR
2924,COMPASS DIGITAL ACQUISITION CORP.,1851909,CIK0001851909,CDAQW
2925,"Mirion Technologies, Inc.",1809987,CIK0001809987,MIR
2926,,0001701167,CIK0001701167,EFL
2927,FANHUA INC.,1413855,CIK0001413855,FANH
2928,VICI Properties Inc.,1705696,CIK0001705696,VICI
2929,KALLO INC.,1389034,CIK0001389034,KALO
2930,"Alteryx, Inc.",1689923,CIK0001689923,AYX
2931,"EHEALTH, INC.",1333493,CIK0001333493,EHTH
2932,OTIS WORLDWIDE CORPORATION,1781335,CIK0001781335,OTIS
2933,Oyster Enterprises Acquisition Corp.,1834226,CIK0001834226,OSTRW
2934,"IDAHO STRATEGIC RESOURCES, INC",1030192,CIK0001030192,IDR
2935,Atlassian Corporation,1650372,CIK0001650372,TEAM
2936,INNOSPEC INC.,1054905,CIK0001054905,IOSP
2937,Ozon Holdings PLC,1822829,CIK0001822829,OZON
2938,DRDGOLD LIMITED,1023512,CIK0001023512,DRDGF
2939,Ardmore Shipping Corp,1577437,CIK0001577437,ASC
2940,VANDA PHARMACEUTICALS INC.,1347178,CIK0001347178,VNDA
2941,PROCTER & GAMBLE CO,80424,CIK0000080424,PG
2942,"REPOSITRAK, INC.",50471,CIK0000050471,PCYG
2943,"Diamond Holdings, Inc.",1692981,CIK0001692981,DIAH
2944,SPROTT PHYSICAL PLATINUM AND PALLADIUM TRUST,1539190,CIK0001539190,SPPP
2945,DNOW INC.,1599617,CIK0001599617,DNOW
2946,"ARMSTRONG FLOORING, INC.",1655075,CIK0001655075,AFIIQ
2947,"MORNINGSTAR, INC.",1289419,CIK0001289419,MORN
2948,"YEXT, INC.",1614178,CIK0001614178,YEXT
2949,FIRST CAPITAL INC,1070296,CIK0001070296,FCAP
2950,"CANNAPHARMARX, INC.",1081938,CIK0001081938,CPMD
2951,"ASE Technology Holding Co., Ltd.",1122411,CIK0001122411,ASX
2952,"Inari Medical, Inc.",1531048,CIK0001531048,NARI
2953,GLOBAL ACQUISITIONS CORPORATION,930245,CIK0000930245,AASP
2954,TUPPERWARE BRANDS CORPORATION,1008654,CIK0001008654,TUP
2955,PARANOVUS ENTERTAINMENT TECHNOLOGY LIMITED,1751876,CIK0001751876,HAPP
2956,VIDEO DISPLAY CORPORATION,758743,CIK0000758743,VIDE
2957,UTA Acquisition Corporation,0001879221,CIK0001879221,UTAAW
2958,4D pharma plc,1830162,CIK0001830162,FRPRF
2959,The Real Brokerage Inc.,0001862461,CIK0001862461,REAX
2960,"AUTHENTIC HOLDINGS, INC.",1338929,CIK0001338929,GFTX
2961,WEARABLE DEVICES Ltd.,0001887673,CIK0001887673,WLDSW
2962,UMeWorld Limited,1114936,CIK0001114936,UMEWF
2963,GREAT PANTHER MINING Ltd,1300050,CIK0001300050,GPL
2964,"Jerash Holdings (US), Inc.",1696558,CIK0001696558,JRSH
2965,ELDORADO GOLD CORP /FI,918608,CIK0000918608,EGO
2966,"COGENT COMMUNICATIONS HOLDINGS, INC.",1158324,CIK0001158324,CCOI
2967,"HILLEVAX, INC.",0001888012,CIK0001888012,HLVX
2968,Yong Bai Chao New Retail Corporation,1284454,CIK0001284454,YBCN
2969,TRUIST FINANCIAL CORPORATION,92230,CIK0000092230,TFC
2970,GLOBALFOUNDRIES Inc.,0001709048,CIK0001709048,GFS
2971,CAMBIUM NETWORKS CORP,1738177,CIK0001738177,CMBM
2972,Compute Health Acquisition Corp.,1828608,CIK0001828608,CPUH
2973,GRAND HAVANA INC.,1514113,CIK0001514113,GHAV
2974,"STWC. HOLDINGS, INC.",1400683,CIK0001400683,STWC
2975,"Cyxtera Technologies, Inc.",1794905,CIK0001794905,CYXT
2976,"DONALDSON COMPANY, INC.",29644,CIK0000029644,DCI
2977,Rogers Communications Inc.,733099,CIK0000733099,RCIAF
2978,Horizon Therapeutics Public Ltd Co,1492426,CIK0001492426,HZNP
2979,"ARTISAN CONSUMER GOODS, INC.",1530425,CIK0001530425,ARRT
2980,B. Riley Principal 250 Merger Corp.,1844211,CIK0001844211,BRIVW
2981,"DATA443 RISK MITIGATION, INC.",1068689,CIK0001068689,ATDS
2982,"OPTINOSE, INC.",1494650,CIK0001494650,OPTN
2983,"GrowLife, Inc.",1161582,CIK0001161582,PHOT
2984,"MARTIN MARIETTA MATERIALS, INC.",916076,CIK0000916076,MLM
2985,GEOSPACE TECHNOLOGIES CORP,1001115,CIK0001001115,GEOS
2986,INTERNATIONAL PAPER COMPANY,51434,CIK0000051434,IP
2987,Ascendis Pharma A/S,1612042,CIK0001612042,ASND
2988,Electra Battery Materials Corp,0001907184,CIK0001907184,ELBM
2989,"Evergreen Sustainable Enterprises, Inc.",1527102,CIK0001527102,GENH
2990,"Skyworks Solutions, Inc.",4127,CIK0000004127,SWKS
2991,eGain Corporation,1066194,CIK0001066194,EGAN
2992,"ICHOR HOLDINGS, LTD.",1652535,CIK0001652535,ICHR
2993,Grifols SA,1438569,CIK0001438569,GIFLF
2994,"FEARLESS FILMS, INC.",1122742,CIK0001122742,FERL
2995,"Matterport, Inc./DE",1819394,CIK0001819394,MTTR
2996,"Agilent Technologies, Inc.",1090872,CIK0001090872,A
2997,"Laird Superfood, Inc.",1650696,CIK0001650696,LSF
2998,Prime Meridian Holding Co,1586454,CIK0001586454,PMHG
2999,"MALIBU BOATS, INC.",1590976,CIK0001590976,MBUU
3000,"RIVERVIEW BANCORP, INC.",1041368,CIK0001041368,RVSB
3001,POTLATCHDELTIC CORPORATION,1338749,CIK0001338749,PCH
3002,AUTHENTIC EQUITY ACQUISITION CORP.,1827392,CIK0001827392,AEACW
3003,"MITEK SYSTEMS, INC.",807863,CIK0000807863,MITK
3004,"Ocuphire Pharma, Inc.",1228627,CIK0001228627,OCUP
3005,TORTEC GROUP CORPORATION,1560905,CIK0001560905,TRTK
3006,"SUNSHINE BIOPHARMA, INC.",1402328,CIK0001402328,SBFMW
3007,"Sonendo, Inc.",1407973,CIK0001407973,SONX
3008,Jianzhi Education Technology Group Company Limited,0001852440,CIK0001852440,JZ
3009,"LEAD EDGE GROWTH OPPORTUNITIES, LTD",1834628,CIK0001834628,LEGAW
3010,Haleon plc,0001900304,CIK0001900304,HLNCF
3011,Kairous Acquisition Corp. Limited,0001865468,CIK0001865468,KACLW
3012,"FREEDOM HOLDINGS, INC.",0001386044,CIK0001386044,FHLD
3013,Wag! Group Co.,1842356,CIK0001842356,PETWW
3014,IMV Inc.,1734768,CIK0001734768,IMV
3015,"Molecular Templates, Inc.",1183765,CIK0001183765,MTEM
3016,North Atlantic Acquisition Corp,1830063,CIK0001830063,NAACW
3017,CANADA GOOSE HOLDINGS INC.,1690511,CIK0001690511,GOOS
3018,"EDGE DATA SOLUTIONS, INC.",1614826,CIK0001614826,EDGS
3019,Sun Pacific Holding Corp,1343465,CIK0001343465,SNPW
3020,Distoken Acquisition Corp,0001818605,CIK0001818605,DISTU
3021,"THERAVANCE BIOPHARMA, INC.",1583107,CIK0001583107,TBPH
3022,"Trevena, Inc.",1429560,CIK0001429560,TRVN
3023,NATIONAL GRID PLC,1004315,CIK0001004315,NEWEN
3024,Smartsheet Inc.,1366561,CIK0001366561,SMAR
3025,PEDEVCO Corp.,1141197,CIK0001141197,PED
3026,Hyzon Motors Inc.,1716583,CIK0001716583,HYZNW
3027,Acri Capital Acquisition Corporation,0001914023,CIK0001914023,ACACW
3028,"SPECIFICITY, INC.",1840102,CIK0001840102,SPTY
3029,"CIDARA THERAPEUTICS, INC.",1610618,CIK0001610618,CDTX
3030,WiMi Hologram Cloud Inc.,1770088,CIK0001770088,WIMI
3031,"American International Group, Inc.",5272,CIK0000005272,AIG
3032,FAZE HOLDINGS INC.,1839360,CIK0001839360,FAZEW
3033,"AMERICAN EDUCATION CENTER, INC.",1626556,CIK0001626556,AMCT
3034,"WESCO International, Inc.",929008,CIK0000929008,WCC
3035,Orion Office REIT Inc.,1873923,CIK0001873923,ONL
3036,HEALTHCARE AI ACQUISITION CORP.,0001848861,CIK0001848861,HAIAW
3037,ECO SCIENCE SOLUTIONS INC.,1490873,CIK0001490873,ESSI
3038,"BOOMER HOLDINGS, INC.",1678746,CIK0001678746,BOMH
3039,MIDDLESEX WATER COMPANY,66004,CIK0000066004,MSEX
3040,"ACCELERATE DIAGNOSTICS, INC.",727207,CIK0000727207,AXDX
3041,CHRISTOPHER & BANKS CORP,883943,CIK0000883943,CBKCQ
3042,ABRAXAS PETROLEUM CORP,867665,CIK0000867665,AXAS
3043,"NWTN, Inc.",0001932737,CIK0001932737,NWTN
3044,"MYOMO, INC.",1369290,CIK0001369290,MYO
3045,"METRO ONE TELECOMMUNICATIONS, INC.",0000920990,CIK0000920990,WOWI
3046,"VERDE BIO HOLDINGS, INC.",1490054,CIK0001490054,VBHI
3047,"Xencor, Inc",1326732,CIK0001326732,XNCR
3048,Thumzup Media Corporation,1853825,CIK0001853825,TZUP
3049,"Sovos Brands, Inc",1856608,CIK0001856608,SOVO
3050,NORTHROP GRUMMAN CORP /DE/,1133421,CIK0001133421,NOC
3051,"GOSSAMER BIO, INC.",1728117,CIK0001728117,GOSS
3052,Check-Cap Ltd.,1610590,CIK0001610590,CHEKZ
3053,Savara Inc.,1160308,CIK0001160308,SVRA
3054,"Rivulet Media, Inc.",1079282,CIK0001079282,RIVU
3055,"Ollie’s Bargain Outlet Holdings, Inc.",1639300,CIK0001639300,OLLI
3056,"Wrap Technologies, Inc.",1702924,CIK0001702924,WRAP
3057,"Rockwell Automation, Inc.",1024478,CIK0001024478,ROK
3058,SENECA FINANCIAL CORP.,1708715,CIK0001708715,SNNF
3059,"Lumen Technologies, Inc.",18926,CIK0000018926,LUMN
3060,MYT NETHERLANDS PARENT B.V.,1831907,CIK0001831907,MYTE
3061,"ONE WORLD VENTURES, INC.",0001763657,CIK0001763657,OWVI
3062,"BGC Group, Inc.",1094831,CIK0001094831,BGCP
3063,Encompass Health Corporation,785161,CIK0000785161,EHC
3064,ATA Creativity Global,1420529,CIK0001420529,AACG
3065,VECTOR GROUP LTD,59440,CIK0000059440,VGR
3066,"Resideo Technologies, Inc.",1740332,CIK0001740332,REZI
3067,Tutor Perini Corporation,77543,CIK0000077543,TPC
3068,CureVac N.V.,1809122,CIK0001809122,CVAC
3069,"METAVESCO, INC.",924095,CIK0000924095,MVCO
3070,"Financial Institutions, Inc.",862831,CIK0000862831,FIISO
3071,FIRST COMMONWEALTH FINANCIAL CORP /PA/,712537,CIK0000712537,FCF
3072,"HEALTHCARE TRIANGLE, INC.",1839285,CIK0001839285,HCTI
3073,CAE INC.,1173382,CIK0001173382,CAE
3074,Baker Hughes Company,1701605,CIK0001701605,BKR
3075,"Harrow, Inc.",1360214,CIK0001360214,HROWL
3076,"QCR HOLDINGS, INC.",906465,CIK0000906465,QCRH
3077,FREIGHT TECHNOLOGIES INC.,1687542,CIK0001687542,FRGT
3078,Cineverse Corp.,1173204,CIK0001173204,CIDM
3079,MICRON SOLUTIONS INC /DE/,819689,CIK0000819689,MICR
3080,MADISON SQUARE GARDEN SPORTS CORP.,1636519,CIK0001636519,MSGS
3081,FIRST MERCHANTS CORP,712534,CIK0000712534,FRMEP
3082,"AMBARELLA, INC.",1280263,CIK0001280263,AMBA
3083,"LITHIUM & BORON TECHNOLOGY, INC.",1384135,CIK0001384135,LBTI
3084,"SPRINGBIG HOLDINGS, INC.",1801602,CIK0001801602,SBIGW
3085,DOCEBO INC.,1829959,CIK0001829959,DCBO
3086,Alpha and Omega Semiconductor Limited,1387467,CIK0001387467,AOSL
3087,COTY INC.,1024305,CIK0001024305,COTY
3088,"CRA International, Inc.",1053706,CIK0001053706,CRAI
3089,EDENOR,1395213,CIK0001395213,EDN
3090,"Laureate Education, Inc.",912766,CIK0000912766,LAUR
3091,Z-Work Acquisition Corp.,1828438,CIK0001828438,ZWRKW
3092,"ACRO BIOMEDICAL CO., LTD.",1622996,CIK0001622996,ACBM
3093,Portage Biotech Inc.,1095435,CIK0001095435,PRTG
3094,"CYCLERION THERAPEUTICS, INC.",1755237,CIK0001755237,CYCN
3095,"MUSTANG BIO, INC.",1680048,CIK0001680048,MBIO
3096,CNH INDUSTRIAL N.V.,1567094,CIK0001567094,CNHI
3097,MOMENTOUS HOLDINGS CORPORATION,1653876,CIK0001653876,MMNT
3098,Farmland Partners Inc.,1591670,CIK0001591670,FPI
3099,"MINIM, INC.",1467761,CIK0001467761,MINM
3100,Alphabet Inc.,1652044,CIK0001652044,GOOG
3101,LA ROSA HOLDINGS CORP.,0001879403,CIK0001879403,LRHC
3102,"METROCITY BANKSHARES, INC.",1747068,CIK0001747068,MCBS
3103,"Independent Bank Group, Inc.",1564618,CIK0001564618,IBTX
3104,GREYSTONE HOUSING IMPACT INVESTORS LP,1059142,CIK0001059142,ATAX
3105,"Reneo Pharmaceuticals, Inc.",1637715,CIK0001637715,RPHM
3106,CBL INTERNATIONAL LIMITED,0001914805,CIK0001914805,BANL
3107,PINEAPPLE EXPRESS CANNABIS COMPANY,1710495,CIK0001710495,MNAO
3108,"AgroFresh Solutions, Inc.",1592016,CIK0001592016,AGFS
3109,Phibro Animal Health Corporation,1069899,CIK0001069899,PAHC
3110,LIBERTY STAR URANIUM & METALS CORP.,1172178,CIK0001172178,LBSR
3111,"BIORESTORATIVE THERAPIES, INC.",1505497,CIK0001505497,BRTX
3112,Navitas Semiconductor Corporation,1821769,CIK0001821769,NVTS
3113,"DCP MIDSTREAM, LP",1338065,CIK0001338065,DCP
3114,United Express Inc.,1751707,CIK0001751707,UNXP
3115,"LogicMark, Inc.",1566826,CIK0001566826,LGMK
3116,"Ameritek Ventures, Inc.",1530185,CIK0001530185,ATVK
3117,"Crexendo, Inc.",1075736,CIK0001075736,CXDO
3118,CANADIAN NATURAL RESOURCES LIMITED,1017413,CIK0001017413,CNQ
3119,HENNESSY CAPITAL INVESTMENT CORP. VI,1842937,CIK0001842937,HCVIW
3120,"GRAPEFRUIT USA, INC.",1205181,CIK0001205181,GPFT
3121,"METAWORKS PLATFORMS, INC.",1515139,CIK0001515139,MWRK
3122,Boise Cascade Company,1328581,CIK0001328581,BCC
3123,"Imago BioSciences, Inc.",1623715,CIK0001623715,IMGO
3124,Growth for Good Acquisition Corp,0001876714,CIK0001876714,GFGDU
3125,MISSION ADVANCEMENT CORP.,1840148,CIK0001840148,MACC
3126,"ADTRAN Holdings, Inc.",926282,CIK0000926282,ADTN
3127,"TAURIGA SCIENCES, INC.",1142790,CIK0001142790,TAUG
3128,"NUZEE, INC.",1527613,CIK0001527613,NUZE
3129,VISA INC.,1403161,CIK0001403161,V
3130,ELECTRONIC ARTS INC.,712515,CIK0000712515,EA
3131,Virax Biolabs Group Limited,0001885827,CIK0001885827,VRAX
3132,STRYKER CORP,310764,CIK0000310764,SYK
3133,,0001400897,CIK0001400897,SRV
3134,YCQH AGRICULTURAL TECHNOLOGY CO. LTD,1794276,CIK0001794276,YCQH
3135,"Cool Technologies, Inc.",1399352,CIK0001399352,WARM
3136,"BJ’S RESTAURANTS, INC.",1013488,CIK0001013488,BJRI
3137,Sun Life Financial Inc.,1097362,CIK0001097362,SLF
3138,"BridgeBio Pharma, Inc.",1743881,CIK0001743881,BBIO
3139,"BOTS, Inc./PR",1525852,CIK0001525852,BTZI
3140,EDAP TMS SA,1041934,CIK0001041934,EDAP
3141,LAMAR ADVERTISING CO/NEW,1090425,CIK0001090425,LAMR
3142,"ImmunoGen, Inc.",855654,CIK0000855654,IMGN
3143,"CISCO SYSTEMS, INC.",858877,CIK0000858877,CSCO
3144,THE GOODYEAR TIRE & RUBBER COMPANY,42582,CIK0000042582,GT
3145,"GLOBAL CLEAN ENERGY HOLDINGS, INC.",748790,CIK0000748790,GCEH
3146,"Brigham Minerals, Inc.",1745797,CIK0001745797,MNRL
3147,"GLOBAL DIGITAL SOLUTIONS, INC.",1011662,CIK0001011662,GDSI
3148,ALPHA-EN CORP,1023298,CIK0001023298,ALPE
3149,HECLA MINING COMPANY,719413,CIK0000719413,HL
